# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab Bacteroidales_ref_seqs_filt_aligned/Bacteroidales_ref_seqs_filt_aligned.tab --viterbi /home/adamsorbie/miniconda3/envs/bioinfo/share/ssu-align-0.1.1/ssu-align-0p1.cm Bacteroidales_ref_seqs_filt.fna
# date:       Mon Jun 29 16:43:18 2020
# num seqs:   277
# dbsize(Mb): 0.847034
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                                                                            target coord   query coord                         
#                                                                                  ----------------------  ------------                         
# model name  target name                                                               start        stop  start   stop    bit sc   E-value  GC%
# ----------  -------------------------------------------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  archaea     RS_GCF_000231275.1_d__Bacteria;Alistipes_A_indistinctus                    1474           1      1   1508    579.18         -   53
  archaea     RS_GCF_000768875.1_d__Bacteria;Porphyromonas_sp000768875                     49        1514      1   1508    546.91         -   53
  archaea     RS_GCF_002849695.1_d__Bacteria;Bacteroides_fragilis_A                      1474           1      1   1508    582.85         -   51
  archaea     RS_GCF_000220235.1_d__Bacteria;Prevotella_nigrescens                         49        1525      1   1508    498.77         -   56
  archaea     RS_GCF_003033925.1_d__Bacteria;Tannerella_sp003033925                        49        1521      1   1508    558.31         -   52
  archaea     RS_GCF_002933775.1_d__Bacteria;Prevotella_sp002933775                        49        1525      1   1508    518.13         -   58
  archaea     RS_GCF_000220255.1_d__Bacteria;Prevotella_pallens                          1476           1      1   1508    486.08         -   52
  archaea     RS_GCF_001552765.1_d__Bacteria;Prevotella_sp001552765                      1478           1      1   1508    504.07         -   55
  archaea     RS_GCF_003014495.1_d__Bacteria;Prolixibacter_denitrificans                   49        1515      1   1508    621.38         -   53
  archaea     GB_GCA_003096835.1_d__Bacteria;Balneicella_halophila                         83        1523      1   1508    522.48         -   50
  archaea     GB_GCA_003096835.1_d__Bacteria;Balneicella_halophila                        161         141      1   1508      0.70         -   48
  archaea     GB_GCA_900079735.1_d__Bacteria;Dysgonomonas_sp900079735                       4        1519      1   1508    514.30         -   51
  archaea     RS_GCF_000379945.1_d__Bacteria;Porphyromonas_macacae                       1477           1      1   1508    500.73         -   51
  archaea     RS_GCF_900096565.1_d__Bacteria;Williamwhitmania_taraxaci                     49        1516      1   1508    619.67         -   59
  archaea     RS_GCF_900129025.1_d__Bacteria;Mariniphaga_anaerophila                      251         263      1   1508     -0.61         -   38
  archaea     RS_GCF_900129025.1_d__Bacteria;Mariniphaga_anaerophila                     1466           1      1   1508    620.08         -   53
  archaea     RS_GCF_900258545.1_d__Bacteria;Butyricimonas_sp900258545                   1608           1      1   1508    555.73         -   58
